Marque;Modele;Prix;Annee;Kilometrage;Energie;Transmission;Nombres de portes;Puissance;Nombre de places;Emission de CO2;Consommation de carburant;Couleur;Url
Citroen;Ds7;27500;2019;57000;Essence;Automatique;4;9;5;119;5.2;Blanc;https://www.paruvendu.fr/a/voiture-occasion/citroen/ds7/1274398485A1KVVOCIDS7
Mazda;Mazda3;10500;2015;146000;Essence;Manuelle;4;6;5;119;5.1;Noir;https://www.paruvendu.fr/a/voiture-occasion/mazda/mazda3/1274367180A1KVVOMA3
Fiat;500;14990;2018;59000;Essence;Automatique;4;7;5;133;5.7;Gris;https://www.paruvendu.fr/a/voiture-occasion/fiat/500-x/1274365533A1KVVOFI50X
Citroen;C3;10800;2018;49000;Essence;Manuelle;4;4;5;109;4.7;Blanc;https://www.paruvendu.fr/a/voiture-occasion/citroen/c3/1271884247A1KVVOCIC3
Citroen;C3;119000;2018;54000;Essence;Manuelle;4;4;5;109;4.7;Rouge;https://www.paruvendu.fr/a/voiture-occasion/citroen/c3/1274432682A1KVVOCIC3
Fiat;500;13290;2019;38000;Essence;Manuelle;2;4;4;107;4.7;Bleu;https://www.paruvendu.fr/a/voiture-occasion/fiat/500/1274500938A1KVVOFI500
Renault;Megane;18400;2019;49000;Essence;Automatique;4;8;5;127;5.6;Noir;https://www.paruvendu.fr/a/voiture-occasion/renault/megane-iv/1274498010A1KVVOREME4
Citroen;C3;14300;2018;73500;Essence;Manuelle;4;7;5;119;5.3;Blanc;https://www.paruvendu.fr/a/voiture-occasion/citroen/c3-aircross/1270468275A1KVVOCIC3A
Opel;Mokka;13500;2018;76000;Essence;Manuelle;4;8;5;140;6.0;Gris;https://www.paruvendu.fr/a/voiture-occasion/opel/mokka/1274626703A1KVVOOPMOK
Renault;Talisman;14900;2017;51400;Essence;Automatique;4;8;5;127;5.6;Gris;https://www.paruvendu.fr/a/voiture-occasion/renault/talisman/1274626215A1KVVORETAL
Peugeot;5008;5900;2016;210000;Essence;Manuelle;4;7;7;124;5.4;Gris;https://www.paruvendu.fr/a/voiture-occasion/peugeot/5008/1274309133A1KVVOPE5M8
Peugeot;2008;13000;2019;35000;Essence;Automatique;4;6;5;114;5.5;Gris;https://www.paruvendu.fr/a/voiture-occasion/peugeot/2008/1274041856A1KVVOPE2M8
Citroen;C3;11700;2019;48000;Essence;Manuelle;4;4;5;105;4.8;Blanc;https://www.paruvendu.fr/a/voiture-occasion/citroen/c3/1273348348A1KVVOCIC3
Opel;Meriva;7490;2015;133000;Essence;Manuelle;4;6;5;127;5.4;Bleu;https://www.paruvendu.fr/a/voiture-occasion/opel/meriva/1273614782A1KVVOOPMER
Porsche;Macan;81490;2019;45000;Essence;Semi automatique;4;25;5;204;8.9;Noir;https://www.paruvendu.fr/a/voiture-occasion/porsche/macan/1273465431A1KVVOPOMAC
Peugeot;3008;20990;2019;81000;Essence;Manuelle;4;7;5;115;4.9;Blanc;https://www.paruvendu.fr/a/voiture-occasion/peugeot/3008/1273939956A1KVVOPE3M8
Mercedes;Classe a;21490;2017;89950;Essence;Automatique;4;8;5;126;5.4;Gris;https://www.paruvendu.fr/a/voiture-occasion/mercedes/classe-a/1273811249A1KVVOMEA
Porsche;Cayenne;58900;2014;64500;Essence;Automatique;4;43;5;267;11.5;Gris;https://www.paruvendu.fr/a/voiture-occasion/porsche/cayenne/1274047039A1KVVOPOCAY
Renault;Megane;10000;2016;92600;Essence;Manuelle;4;7;5;119;5.4;Bleu;https://www.paruvendu.fr/a/voiture-occasion/renault/megane-iv-estate/1274045862A1KVVOREM4E
Mercedes;Classe gla;29600;2019;35900;Essence;Automatique;4;9;5;142;6.4;Gris;https://www.paruvendu.fr/a/voiture-occasion/mercedes/classe-gla/1263592872A1KVVOMEGLA
Mercedes;Classe glc;48000;2019;38000;Essence;Automatique;4;13;5;171;7.5;Noir;https://www.paruvendu.fr/a/voiture-occasion/mercedes/classe-glc/1272938003A1KVVOMEGLC
Bmw;Serie 3;18000;2017;94000;Essence;Automatique;4;7;5;122;5.2;Gris;https://www.paruvendu.fr/a/voiture-occasion/bmw/serie-3/1272618341A1KVVOBMS3
Mercedes;Classe e;30900;2015;55000;Essence;Automatique;2;10;4;153;6.7;Noir;https://www.paruvendu.fr/a/voiture-occasion/mercedes/classe-e/1272381724A1KVVOMEE
Maserati;Quattroporte;49500;2016;111000;Essence;Automatique;4;44;5;250;10.7;Noir;https://www.paruvendu.fr/a/voiture-occasion/maserati/quattroporte/1272441265A1KVVOMZQAT
Mini;Cooper;14300;2015;79500;Essence;Manuelle;2;7;4;107;4.6;Rouge;https://www.paruvendu.fr/a/voiture-occasion/mini/cooper/1272351689A1KVVOMCCOO
Lamborghini;Aventador;550000;2015;48000;Essence;Semi automatique;2;68;2;370;16.0;Jaune;https://www.paruvendu.fr/a/voiture-occasion/lamborghini/aventador/1272053199A1KVVOLAAVE
Renault;Laguna;1000;2021;224000;Essence;Manuelle;4;7;5;177;7.5;Gris;https://www.paruvendu.fr/a/voiture-occasion/renault/laguna/1271980426A1KVVORELAG
Renault;Megane;18500;2020;37000;Essence;Manuelle;4;6;5;120;5.3;Bleu;https://www.paruvendu.fr/a/voiture-occasion/renault/megane-iv/1271406552A1KVVOREME4
Smart;Fortwo;6450;2016;75418;Essence;Manuelle;2;4;2;97;4.2;Blanc;https://www.paruvendu.fr/a/voiture-occasion/smart/fortwo/1271375124A1KVVOSMFTW
Porsche;Panamera;37990;2010;130000;Essence;Semi automatique;4;30;4;254;10.8;Bleu;https://www.paruvendu.fr/a/voiture-occasion/porsche/panamera/1274693417A1KVVOPOPAN
Mini;Cooper;10900;2007;115000;Essence;Automatique;2;11;4;221;9.2;Noir;https://www.paruvendu.fr/a/voiture-occasion/mini/cooper-s/1275228641A1KVVOMCCOS
Audi;S5;44900;2017;70000;Essence;Automatique;2;24;4;181;8.0;Gris;https://www.paruvendu.fr/a/voiture-occasion/audi/s5/1275228610A1KVVOAUS5
Ford;Focus;8990;2016;159000;Essence;Manuelle;4;5;5;99;4.3;Marron;https://www.paruvendu.fr/a/voiture-occasion/ford/focus/1274029536A1KVVOFOFOC
Chevrolet;Matiz;3990;2009;91900;Essence;Manuelle;4;4;5;119;5.2;Blanc;https://www.paruvendu.fr/a/voiture-occasion/chevrolet/matiz/1275142598A1KVVOCVMAT
Kia;Picanto;7500;2017;10775;Essence;Manuelle;4;4;5;101;4.4;Rouge;https://www.paruvendu.fr/a/voiture-occasion/kia/picanto/1275228360A1KVVOKIPIC
Renault;Clio;9950;2020;38009;Essence;Manuelle;4;5;5;114;5.0;Rouge;https://www.paruvendu.fr/a/voiture-occasion/renault/clio-iv/1275228454A1KVVORECL4
Peugeot;208;7990;2016;87110;Essence;Manuelle;4;4;5;99;4.5;Blanc;https://www.paruvendu.fr/a/voiture-occasion/peugeot/208/1275228516A1KVVOPE208
Audi;Q2;28990;2018;55000;Essence;Semi automatique;4;11;5;144;6.3;Gris;https://www.paruvendu.fr/a/voiture-occasion/audi/q2/1275228625A1KVVOAUQ2
Nissan;Juke;16990;2020;70000;Essence;Automatique;4;6;5;113;4.9;Gris;https://www.paruvendu.fr/a/voiture-occasion/nissan/juke/1273420166A1KVVONIJUK
Audi;Q2;17990;2018;68500;Essence;Manuelle;4;6;5;110;5.2;Blanc;https://www.paruvendu.fr/a/voiture-occasion/audi/q2/1275228659A1KVVOAUQ2
Renault;Grand Scenic;22000;2020;37800;Essence;Automatique;4;7;7;132;5.8;Beige;https://www.paruvendu.fr/a/voiture-occasion/renault/grand-scenic-iv/1275228643A1KVVOREGS4
Citroen;Ds7;29000;2019;66500;Essence;Automatique;4;10;5;134;5.9;Blanc;https://www.paruvendu.fr/a/voiture-occasion/citroen/ds7/1273940194A1KVVOCIDS7
Peugeot;208;9490;2016;58744;Essence;Manuelle;2;5;5;99;4.3;Gris;https://www.paruvendu.fr/a/voiture-occasion/peugeot/208/1275228310A1KVVOPE208
Nissan;Qashqai;10490;2012;130900;Essence;Automatique;4;7;5;149;6.4;Noir;https://www.paruvendu.fr/a/voiture-occasion/nissan/qashqai/1271612815A1KVVONIQAS
Peugeot;Rcz;9990;2010;162200;Essence;Manuelle;2;9;4;155;6.7;Gris;https://www.paruvendu.fr/a/voiture-occasion/peugeot/rcz/1271015555A1KVVOPERCZ
Volkswagen;Golf;18800;2019;67500;Essence;Manuelle;4;6;5;108;5.0;Gris;https://www.paruvendu.fr/a/voiture-occasion/volkswagen/golf/1275226923A1KVVOVWGOL
Renault;Clio;9750;2013;59998;Essence;Automatique;4;6;5;120;5.2;Rouge;https://www.paruvendu.fr/a/voiture-occasion/renault/clio-iv/1275228202A1KVVORECL4
Mini;One;9500;2012;67000;Essence;Manuelle;2;5;4;121;5.2;Gris;https://www.paruvendu.fr/a/voiture-occasion/mini/one/1275226777A1KVVOMCONE
Audi;A3;21500;2016;109000;Essence;Semi automatique;4;10;5;132;5.9;Gris;https://www.paruvendu.fr/a/voiture-occasion/audi/a3/1275226695A1KVVOAUA3
Porsche;911 (996);85000;2004;87179;Essence;Automatique;2;37;2;345;14.2;Bleu;https://www.paruvendu.fr/a/voiture-occasion/porsche/911-996-/1273914951A1KVVOPO996
Renault;Captur;8950;2014;66100;Essence;Manuelle;4;5;5;113;4.9;Gris;https://www.paruvendu.fr/a/voiture-occasion/renault/captur/1275145371A1KVVORECAP
Peugeot;308;21990;2018;80397;Essence;Manuelle;4;16;5;139;6.0;Rouge;https://www.paruvendu.fr/a/voiture-occasion/peugeot/308/1273822555A1KVVOPE308
Renault;Twingo;5190;2010;120000;Essence;Manuelle;2;5;4;135;5.7;Noir;https://www.paruvendu.fr/a/voiture-occasion/renault/twingo-ii/1275143995A1KVVORETW2
Peugeot;207;5890;2009;107000;Essence;Manuelle;2;5;5;150;6.3;Blanc;https://www.paruvendu.fr/a/voiture-occasion/peugeot/207/1275077721A1KVVOPE207
Peugeot;207;6190;2008;101000;Essence;Manuelle;4;7;5;145;6.1;Bleu;https://www.paruvendu.fr/a/voiture-occasion/peugeot/207/1274751725A1KVVOPE207
Peugeot;207;6390;2009;96000;Essence;Manuelle;4;7;5;145;6.1;Gris;https://www.paruvendu.fr/a/voiture-occasion/peugeot/207/1274916909A1KVVOPE207
Renault;Twingo;6490;2013;82000;Essence;Manuelle;2;4;4;120;5.10;Rouge;https://www.paruvendu.fr/a/voiture-occasion/renault/twingo-ii/1274947297A1KVVORETW2
Renault;Twingo;6690;2012;68000;Essence;Manuelle;2;4;4;105;4.5;Noir;https://www.paruvendu.fr/a/voiture-occasion/renault/twingo-ii/1275072732A1KVVORETW2
Renault;Twingo;6990;2014;44900;Essence;Manuelle;2;4;4;104;4.5;Noir;https://www.paruvendu.fr/a/voiture-occasion/renault/twingo-ii/1275072628A1KVVORETW2
Peugeot;207;6990;2009;92000;Essence;Manuelle;4;7;5;150;6.3;Gris;https://www.paruvendu.fr/a/voiture-occasion/peugeot/207-sw/1274902192A1KVVOPE7SW
Volkswagen;Polo;8490;2011;99800;Essence;Manuelle;4;4;5;128;5.5;Noir;https://www.paruvendu.fr/a/voiture-occasion/volkswagen/polo/1274902510A1KVVOVWPOL
Volkswagen;Polo;9190;2013;84500;Essence;Manuelle;4;4;5;128;5.5;Noir;https://www.paruvendu.fr/a/voiture-occasion/volkswagen/polo/1274902535A1KVVOVWPOL
Mercedes;Classe a;21990;2019;78000;Essence;Automatique;4;8;5;118;5.2;Gris;https://www.paruvendu.fr/a/voiture-occasion/mercedes/classe-a/1275072051A1KVVOMEA
Citroen;C3;9500;2017;40616;Essence;Manuelle;4;4;5;109;4.7;Vert;https://www.paruvendu.fr/a/voiture-occasion/citroen/c3/1275225160A1KVVOCIC3
Volkswagen;Golf;4000;2016;220000;Essence;Manuelle;4;6;5;105;4.5;Gris;https://www.paruvendu.fr/a/voiture-occasion/volkswagen/golf/1275221199A1KVVOVWGOL
Opel;Astra;9000;2016;160000;Essence;Manuelle;4;6;5;117;5.1;Bleu;https://www.paruvendu.fr/a/voiture-occasion/opel/astra/1275217369A1KVVOOPAST
Citroen;C3;5990;2016;166748;Essence;Manuelle;4;4;5;102;4.4;Mauve;https://www.paruvendu.fr/a/voiture-occasion/citroen/c3/1275226134A1KVVOCIC3
Mitsubishi;Space star;1230;2004;167000;Essence;Automatique;4;7;5;192;8.2;Gris;https://www.paruvendu.fr/a/voiture-occasion/mitsubishi/space-star/1275217279A1KVVOMISST
Citroen;C1;7500;2017;47920;Essence;Manuelle;2;4;4;99;4.3;Blanc;https://www.paruvendu.fr/a/voiture-occasion/citroen/c1/1275019540A1KVVOCIC1
Porsche;Macan;50000;2018;105000;Essence;Semi automatique;4;25;5;212;9.2;Noir;https://www.paruvendu.fr/a/voiture-occasion/porsche/macan/1274737263A1KVVOPOMAC
Peugeot;2008;7000;2015;124000;Essence;Manuelle;4;4;5;114;4.9;Blanc;https://www.paruvendu.fr/a/voiture-occasion/peugeot/2008/1274049082A1KVVOPE2M8
Peugeot;3008;9900;2015;116000;Essence;Manuelle;4;7;5;115;4.9;Gris;https://www.paruvendu.fr/a/voiture-occasion/peugeot/3008/1274309692A1KVVOPE3M8
Porsche;Macan;36000;2014;215000;Essence;Semi automatique;4;29;5;213;9.2;Noir;https://www.paruvendu.fr/a/voiture-occasion/porsche/macan/1275096071A1KVVOPOMAC
Mercedes;Sl;37000;2012;45000;Essence;Automatique;2;22;2;226;9.7;Gris;https://www.paruvendu.fr/a/voiture-occasion/mercedes/sl/1275096646A1KVVOMESL
Citroen;Ds3;10590;2017;60500;Essence;Manuelle;2;5;5;100;4.3;Blanc;https://www.paruvendu.fr/a/voiture-occasion/citroen/ds3/1274653590A1KVVOCIDS3
Jeep;Renegade;16950;2018;67000;Essence;Automatique;4;8;5;137;5.9;Gris;https://www.paruvendu.fr/a/voiture-occasion/jeep/renegade/1274454170A1KVVOJEREN
Renault;Twingo;5990;2013;49990;Essence;Manuelle;2;4;4;105;4.5;Blanc;https://www.paruvendu.fr/a/voiture-occasion/renault/twingo-ii/1275196840A1KVVORETW2
Citroen;Ds3;5995;2010;131166;Essence;Manuelle;2;7;5;136;5.9;Jaune;https://www.paruvendu.fr/a/voiture-occasion/citroen/ds3/1274695262A1KVVOCIDS3
Peugeot;207;6400;2009;110250;Essence;Manuelle;4;7;5;139;6.0;Gris;https://www.paruvendu.fr/a/voiture-occasion/peugeot/207/1274915478A1KVVOPE207
Toyota;Aygo;9800;2018;13400;Essence;Manuelle;2;4;4;95;4.1;Rouge;https://www.paruvendu.fr/a/voiture-occasion/toyota/aygo/1274918858A1KVVOTOAYG
Citroen;Ds3;8250;2012;76000;Essence;Automatique;2;7;5;153;6.7;Gris;https://www.paruvendu.fr/a/voiture-occasion/citroen/ds3/1274478998A1KVVOCIDS3
Audi;A3;16700;2013;72000;Essence;Semi automatique;4;7;5;110;4.7;Marron;https://www.paruvendu.fr/a/voiture-occasion/audi/a3/1275027866A1KVVOAUA3
Nissan;Murano;1800;2008;193000;Essence;Automatique;4;17;5;295;12.3;Bleu;https://www.paruvendu.fr/a/voiture-occasion/nissan/murano/1275225533A1KVVONIMUR
Renault;Megane;2900;2006;217000;Essence;Manuelle;4;7;5;164;6.9;Gris;https://www.paruvendu.fr/a/voiture-occasion/renault/megane-ii/1274572579A1KVVOREME2
Renault;Captur;18900;2018;24500;Essence;Automatique;4;6;5;125;5.5;Gris;https://www.paruvendu.fr/a/voiture-occasion/renault/captur/1273859130A1KVVORECAP
Renault;Kadjar;14000;2018;109000;Essence;Automatique;4;7;5;132;5.8;Bleu;https://www.paruvendu.fr/a/voiture-occasion/renault/kadjar/1275160478A1KVVOREKAD
Volkswagen;Coccinelle ii;13990;2015;65860;Essence;Manuelle;2;6;4;125;5.4;Noir;https://www.paruvendu.fr/a/voiture-occasion/volkswagen/coccinelle-ii/1272213849A1KVVOVWCOC
Skoda;Octavia;18990;2014;112500;Essence;Automatique;4;13;5;149;6.4;Noir;https://www.paruvendu.fr/a/voiture-occasion/skoda/octavia/1268162033A1KVVOSKOCT
Volkswagen;Polo;10990;2020;130183;Essence;Manuelle;4;5;5;104;4.6;Gris;https://www.paruvendu.fr/a/voiture-occasion/volkswagen/polo/1273264033A1KVVOVWPOL
Peugeot;3008;12990;2019;150507;Essence;Manuelle;4;7;5;113;5.0;Bleu;https://www.paruvendu.fr/a/voiture-occasion/peugeot/3008/1270825925A1KVVOPE3M8
Peugeot;3008;13990;2017;138744;Essence;Manuelle;4;7;5;117;5.2;Gris;https://www.paruvendu.fr/a/voiture-occasion/peugeot/3008/1271130074A1KVVOPE3M8
Peugeot;3008;14990;2018;105533;Essence;Manuelle;4;7;5;117;5.2;Blanc;https://www.paruvendu.fr/a/voiture-occasion/peugeot/3008/1265228563A1KVVOPE3M8
Alfa romeo;Mito;8490;2014;65000;Essence;Manuelle;2;4;4;134;5.8;Noir;https://www.paruvendu.fr/a/voiture-occasion/alfa-romeo/mito/1274946969A1KVVOALMIT
Mercedes;Classe s;16690;2007;248010;Essence;Automatique;4;44;5;329;14.1;Noir;https://www.paruvendu.fr/a/voiture-occasion/mercedes/classe-s/1265700875A1KVVOMES
Opel;Corsa;3990;2008;199800;Essence;Manuelle;4;5;5;146;6.1;Rouge;https://www.paruvendu.fr/a/voiture-occasion/opel/corsa/1273619994A1KVVOOPCOR
Seat;Leon;11450;2011;173365;Essence;Manuelle;4;17;5;190;8.1;Noir;https://www.paruvendu.fr/a/voiture-occasion/seat/leon/1272195773A1KVVOSELEO
Opel;Astra;11490;2020;70000;Essence;Manuelle;4;6;5;99;4.3;Gris;https://www.paruvendu.fr/a/voiture-occasion/opel/astra/1274458752A1KVVOOPAST
Alfa romeo;Mito;6990;2017;83000;Essence;Manuelle;2;5;4;130;5.6;Blanc;https://www.paruvendu.fr/a/voiture-occasion/alfa-romeo/mito/1274691278A1KVVOALMIT
Peugeot;308;15490;2018;157444;Essence;Automatique;4;13;5;133;5.7;Blanc;https://www.paruvendu.fr/a/voiture-occasion/peugeot/308/1271086830A1KVVOPE308
Opel;Astra;10990;2017;117121;Essence;Manuelle;4;6;5;117;5.1;Gris;https://www.paruvendu.fr/a/voiture-occasion/opel/astra/1272854027A1KVVOOPAST
Porsche;Cayman;32800;2008;123400;Essence;Automatique;2;16;2;242;10.1;Noir;https://www.paruvendu.fr/a/voiture-occasion/porsche/cayman/1269987388A1KVVOPOCAM
Audi;S5;34500;2009;148000;Essence;Automatique;2;26;4;256;10.8;Noir;https://www.paruvendu.fr/a/voiture-occasion/audi/s5/1270875430A1KVVOAUS5
Porsche;Cayman;41800;2011;98900;Essence;Automatique;2;17;2;214;9.1;Noir;https://www.paruvendu.fr/a/voiture-occasion/porsche/cayman/1269292756A1KVVOPOCAM
Peugeot;3008;20990;2019;56000;Essence;Automatique;4;10;5;128;5.6;Gris;https://www.paruvendu.fr/a/voiture-occasion/peugeot/3008/1273400200A1KVVOPE3M8
Audi;S1;22990;2014;85000;Essence;Manuelle;4;14;4;168;7.2;Blanc;https://www.paruvendu.fr/a/voiture-occasion/audi/s1/1274288596A1KVVOAUS1
Mercedes;Classe cla;22990;2019;61000;Essence;Automatique;4;9;5;142;6.2;Noir;https://www.paruvendu.fr/a/voiture-occasion/mercedes/classe-cla/1274103830A1KVVOMECLA
Mercedes;Classe a;31990;2016;88000;Essence;Automatique;4;26;5;162;6.9;Blanc;https://www.paruvendu.fr/a/voiture-occasion/mercedes/classe-a/1273400204A1KVVOMEA
Peugeot;308;18990;2016;75500;Essence;Manuelle;4;16;5;139;6.0;Blanc;https://www.paruvendu.fr/a/voiture-occasion/peugeot/308/1274626811A1KVVOPE308
Volkswagen;Tiguan;18990;2018;132900;Essence;Manuelle;4;7;5;137;6.1;Noir;https://www.paruvendu.fr/a/voiture-occasion/volkswagen/tiguan/1273984793A1KVVOVWTIG
Peugeot;308;19990;2016;99900;Essence;Manuelle;4;16;5;139;6.0;Blanc;https://www.paruvendu.fr/a/voiture-occasion/peugeot/308/1274504525A1KVVOPE308
Opel;Grandland x;15990;2019;45800;Essence;Automatique;4;7;5;115;5.2;Gris;https://www.paruvendu.fr/a/voiture-occasion/opel/grandland-x/1273400214A1KVVOOPGRA
Volkswagen;T-cross;16490;2019;72500;Essence;Manuelle;4;6;5;115;5.1;Blanc;https://www.paruvendu.fr/a/voiture-occasion/volkswagen/t-cross/1273400174A1KVVOVWTCR
Citroen;Ds3;13990;2017;60000;Essence;Manuelle;2;4;5;107;4.5;Blanc;https://www.paruvendu.fr/a/voiture-occasion/citroen/ds3/1270250828A1KVVOCIDS3
Seat;Leon;11490;2015;115274;Essence;Manuelle;4;6;5;114;4.9;Gris;https://www.paruvendu.fr/a/voiture-occasion/seat/leon/1274500883A1KVVOSELEO
Peugeot;3008;21990;2018;48125;Essence;Manuelle;4;7;5;117;5.2;Gris;https://www.paruvendu.fr/a/voiture-occasion/peugeot/3008/1274366234A1KVVOPE3M8
Peugeot;3008;22490;2016;44913;Essence;Automatique;4;9;5;129;5.7;Marron;https://www.paruvendu.fr/a/voiture-occasion/peugeot/3008/1273859847A1KVVOPE3M8
Mercedes;Classe cls;11900;2005;240000;Essence;Automatique;5;22;4;268;11.3;Gris;https://www.paruvendu.fr/a/voiture-occasion/mercedes/classe-cls/1274157736A1KVVOMECLS
Ssangyong;Tivoli;12990;2017;58771;Essence;Manuelle;4;7;5;149;6.4;Metallise;https://www.paruvendu.fr/a/voiture-occasion/ssangyong/tivoli/1274925771A1KVVOSSTIV
Peugeot;208;15990;2019;34376;Essence;Automatique;4;6;5;112;4.9;Blanc;https://www.paruvendu.fr/a/voiture-occasion/peugeot/208/1271194173A1KVVOPE208
Opel;Astra;16490;2020;51212;Essence;Automatique;4;8;5;115;5.0;Gris;https://www.paruvendu.fr/a/voiture-occasion/opel/astra/1271955682A1KVVOOPAST
Porsche;Macan;59690;2016;93098;Essence;Semi automatique;4;33;5;221;9.7;Gris;https://www.paruvendu.fr/a/voiture-occasion/porsche/macan/1272104195A1KVVOPOMAC
Dacia;Duster;14990;2018;107344;Diesel;Automatique;4;6;5;116;4.5;Gris;https://www.paruvendu.fr/a/voiture-occasion/dacia/duster/1275212272A1KVVODCDUS
Mercedes;Classe e;22490;2014;114500;Diesel;Automatique;4;15;5;139;5.3;Blanc;https://www.paruvendu.fr/a/voiture-occasion/mercedes/classe-e/1274311855A1KVVOMEE
Dacia;Duster;9500;2014;134546;Diesel;Manuelle;4;6;5;127;4.8;Blanc;https://www.paruvendu.fr/a/voiture-occasion/dacia/duster/1275137865A1KVVODCDUS
Seat;Ibiza;11520;2019;112800;Diesel;Manuelle;4;4;5;94;3.8;Gris;https://www.paruvendu.fr/a/voiture-occasion/seat/ibiza/1263240506A1KVVOSEIBI
Citroen;C3;9950;2018;113200;Diesel;Manuelle;4;5;5;95;3.7;Noir;https://www.paruvendu.fr/a/voiture-occasion/citroen/c3/1274894153A1KVVOCIC3
Dacia;Duster;9900;2014;134536;Diesel;Manuelle;4;6;5;127;4.8;Blanc;https://www.paruvendu.fr/a/voiture-occasion/dacia/duster/1271534778A1KVVODCDUS
Bmw;X3;16000;2014;141000;Diesel;Manuelle;4;11;5;142;5.4;Noir;https://www.paruvendu.fr/a/voiture-occasion/bmw/x3/1267747366A1KVVOBMX3
Renault;Talisman;15700;2016;120000;Diesel;Automatique;4;8;5;120;4.6;Noir;https://www.paruvendu.fr/a/voiture-occasion/renault/talisman/1274692085A1KVVORETAL
Peugeot;208;6500;2014;185000;Diesel;Manuelle;4;4;5;85;3.3;Noir;https://www.paruvendu.fr/a/voiture-occasion/peugeot/208/1274363393A1KVVOPE208
Nissan;Qashqai;13900;2015;75000;Diesel;Manuelle;4;5;5;99;3.8;Blanc;https://www.paruvendu.fr/a/voiture-occasion/nissan/qashqai-2/1267827066A1KVVONIQS2
Mercedes;Classe a;29500;2018;20150;Diesel;Automatique;4;7;5;103;4.0;Bleu;https://www.paruvendu.fr/a/voiture-occasion/mercedes/classe-a/1271801347A1KVVOMEA
Opel;Meriva;8500;2016;169300;Diesel;Manuelle;4;7;5;116;4.4;Noir;https://www.paruvendu.fr/a/voiture-occasion/opel/meriva/1274915520A1KVVOOPMER
Bmw;Serie 3;12900;2016;158000;Diesel;Manuelle;4;7;5;117;4.5;Bleu;https://www.paruvendu.fr/a/voiture-occasion/bmw/serie-3/1275228774A1KVVOBMS3
Bmw;X1;23900;2016;108000;Diesel;Automatique;4;13;5;133;5.2;Gris;https://www.paruvendu.fr/a/voiture-occasion/bmw/x1/1274502171A1KVVOBMX1
Kia;Sportage;12800;2016;165000;Diesel;Manuelle;4;6;5;119;4.6;Noir;https://www.paruvendu.fr/a/voiture-occasion/kia/sportage/1274906561A1KVVOKISPO
Citroen;Ds5;9990;2015;143000;Diesel;Automatique;4;6;5;112;4.3;Gris;https://www.paruvendu.fr/a/voiture-occasion/citroen/ds5/1274045096A1KVVOCIDS5
Peugeot;2008;12500;2017;88000;Diesel;Manuelle;4;5;5;97;3.7;Gris;https://www.paruvendu.fr/a/voiture-occasion/peugeot/2008/1273910911A1KVVOPE2M8
Volkswagen;Touran;17500;2018;113500;Diesel;Automatique;4;6;5;111;4.1;Noir;https://www.paruvendu.fr/a/voiture-occasion/volkswagen/touran/1275218553A1KVVOVWTOU
Renault;Captur;14000;2018;46500;Diesel;Manuelle;4;5;5;98;3.7;Gris;https://www.paruvendu.fr/a/voiture-occasion/renault/captur/1275217235A1KVVORECAP
Renault;Megane;14000;2016;53300;Diesel;Manuelle;4;6;5;103;4.0;Bleu;https://www.paruvendu.fr/a/voiture-occasion/renault/megane-iv/1275059756A1KVVOREME4
Fiat;Tipo;11500;2017;112000;Diesel;Manuelle;4;6;5;98;3.7;Blanc;https://www.paruvendu.fr/a/voiture-occasion/fiat/tipo/1274861659A1KVVOFITIP
Audi;Q5;34990;2019;83500;Diesel;Semi automatique;4;11;5;141;5.5;Gris;https://www.paruvendu.fr/a/voiture-occasion/audi/q5/1275213906A1KVVOAUQ5
Seat;Leon;14000;2016;132000;Diesel;Automatique;4;8;5;120;4.6;Rouge;https://www.paruvendu.fr/a/voiture-occasion/seat/leon/1275199597A1KVVOSELEO
Renault;Grand scenic;16000;2015;100604;Diesel;Manuelle;4;7;5;114;4.4;Gris;https://www.paruvendu.fr/a/voiture-occasion/renault/grand-scenic-iii/1274729199A1KVVOREGS3
Peugeot;2008;12500;2017;90000;Diesel;Manuelle;4;5;5;97;3.7;Gris;https://www.paruvendu.fr/a/voiture-occasion/peugeot/2008/1274626087A1KVVOPE2M8
Peugeot;3008;15500;2017;161000;Diesel;Automatique;4;6;5;108;4.2;Blanc;https://www.paruvendu.fr/a/voiture-occasion/peugeot/3008/1275187162A1KVVOPE3M8
Citroen;C4;9500;2015;158800;Diesel;Automatique;4;6;5;101;3.9;Blanc;https://www.paruvendu.fr/a/voiture-occasion/citroen/c4-picasso/1275043181A1KVVOCIC4P
Volkswagen;T-roc;22000;2019;102000;Diesel;Automatique;4;8;5;116;4.6;Rouge;https://www.paruvendu.fr/a/voiture-occasion/volkswagen/t-roc/1275176629A1KVVOVWTRO
Citroen;C4;8000;2016;191800;Diesel;Manuelle;4;4;5;82;3.1;Bordeaux;https://www.paruvendu.fr/a/voiture-occasion/citroen/c4-cactus/1275168093A1KVVOCI4C
